District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Area and size class of locality,Indicators,Value
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  500 - 999,Number of household,474
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  500 - 999,Male,1095
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,  500 - 999,Female,1172
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  1,000 - 1,999",Number of localities,15
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  1,000 - 1,999",Number of household,4749
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  1,000 - 1,999",Male,10996
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  1,000 - 1,999",Female,12316
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of localities,18
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of household,8645
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  2,000 - 2,999",Male,20123
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  2,000 - 2,999",Female,22373
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of localities,10
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of household,7234
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  3,000 - 3,999",Male,17140
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  3,000 - 3,999",Female,18668
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of localities,2
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of household,1770
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  4,000 - 4,999",Male,3816
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  4,000 - 4,999",Female,4329
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of localities,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of household,3575
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  10,000 - 19,999",Male,7255
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,"  10,000 - 19,999",Female,7939
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  1,000 - 1,999",Number of localities,3
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  1,000 - 1,999",Number of household,1115
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  1,000 - 1,999",Male,2366
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  1,000 - 1,999",Female,2791
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of localities,10
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of household,5153
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Male,10869
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Female,12875
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of localities,13
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of household,9399
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Male,20145
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Female,23513
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of localities,5
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of household,4732
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Male,10614
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Female,11671
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of localities,1
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of household,1695
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Male,3157
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Female,3576
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of localities,14
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of household,6699
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Male,16618
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Female,18451
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of localities,10
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of household,7015
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Male,16862
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Female,18302
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of localities,4
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of household,3290
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Male,8431
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Female,9304
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of localities,10
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of household,14806
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Male,33864
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Female,38050
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of localities,5
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of household,14116
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  10,000 - 19,999",Male,29786
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  10,000 - 19,999",Female,35114
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  20,000 - 49,999",Number of localities,1
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  20,000 - 49,999",Number of household,4693
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  20,000 - 49,999",Male,9867
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  20,000 - 49,999",Female,11478
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  50,000 - 99,999",Number of localities,1
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  50,000 - 99,999",Number of household,15938
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  50,000 - 99,999",Male,34284
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  50,000 - 99,999",Female,37121
