District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Indicator,Sub-Indicator,Value
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,20 Year,School attendence not Stated,Female,16
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,21 Year,Currently going to school,Male,117
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,21 Year,Currently going to school,Female,151
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,21 Year,Not currently going to school,Male,489
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,21 Year,Not currently going to school,Female,947
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,21 Year,School attendence not Stated,Male,11
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,21 Year,School attendence not Stated,Female,20
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,22 Year,Currently going to school,Male,77
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,22 Year,Currently going to school,Female,130
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,22 Year,Not currently going to school,Male,661
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,22 Year,Not currently going to school,Female,1322
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,22 Year,School attendence not Stated,Male,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,22 Year,School attendence not Stated,Female,13
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,23 Year,Currently going to school,Male,44
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,23 Year,Currently going to school,Female,73
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,23 Year,Not currently going to school,Male,540
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,23 Year,Not currently going to school,Female,1022
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,23 Year,School attendence not Stated,Male,7
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,23 Year,School attendence not Stated,Female,14
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,24 Year,Currently going to school,Male,37
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,24 Year,Currently going to school,Female,51
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,24 Year,Not currently going to school,Male,540
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,24 Year,Not currently going to school,Female,1027
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,24 Year,School attendence not Stated,Male,8
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,24 Year,School attendence not Stated,Female,15
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,25 Year,Currently going to school,Male,28
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,25 Year,Currently going to school,Female,54
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,25 Year,Not currently going to school,Male,699
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,25 Year,Not currently going to school,Female,1369
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,25 Year,School attendence not Stated,Male,13
Bhojpur,Kosi,Hill,Eastern,2068/69,2011/12,25 Year,School attendence not Stated,Female,20
Chitawan,Narayani,Terai,Central,2068/69,2011/12,05 Year,Currently going to school,Male,4148
Chitawan,Narayani,Terai,Central,2068/69,2011/12,05 Year,Currently going to school,Female,3676
Chitawan,Narayani,Terai,Central,2068/69,2011/12,05 Year,Not currently going to school,Male,1031
Chitawan,Narayani,Terai,Central,2068/69,2011/12,05 Year,Not currently going to school,Female,1016
Chitawan,Narayani,Terai,Central,2068/69,2011/12,05 Year,School attendence not Stated,Male,180
Chitawan,Narayani,Terai,Central,2068/69,2011/12,05 Year,School attendence not Stated,Female,174
Chitawan,Narayani,Terai,Central,2068/69,2011/12,06 Year,Currently going to school,Male,4903
Chitawan,Narayani,Terai,Central,2068/69,2011/12,06 Year,Currently going to school,Female,4609
Chitawan,Narayani,Terai,Central,2068/69,2011/12,06 Year,Not currently going to school,Male,489
Chitawan,Narayani,Terai,Central,2068/69,2011/12,06 Year,Not currently going to school,Female,413
Chitawan,Narayani,Terai,Central,2068/69,2011/12,06 Year,School attendence not Stated,Male,97
Chitawan,Narayani,Terai,Central,2068/69,2011/12,06 Year,School attendence not Stated,Female,81
Chitawan,Narayani,Terai,Central,2068/69,2011/12,07 Year,Currently going to school,Male,5569
Chitawan,Narayani,Terai,Central,2068/69,2011/12,07 Year,Currently going to school,Female,5316
Chitawan,Narayani,Terai,Central,2068/69,2011/12,07 Year,Not currently going to school,Male,272
Chitawan,Narayani,Terai,Central,2068/69,2011/12,07 Year,Not currently going to school,Female,262
Chitawan,Narayani,Terai,Central,2068/69,2011/12,07 Year,School attendence not Stated,Male,76
Chitawan,Narayani,Terai,Central,2068/69,2011/12,07 Year,School attendence not Stated,Female,70
Chitawan,Narayani,Terai,Central,2068/69,2011/12,08 Year,Currently going to school,Male,6107
Chitawan,Narayani,Terai,Central,2068/69,2011/12,08 Year,Currently going to school,Female,5571
Chitawan,Narayani,Terai,Central,2068/69,2011/12,08 Year,Not currently going to school,Male,260
Chitawan,Narayani,Terai,Central,2068/69,2011/12,08 Year,Not currently going to school,Female,221
Chitawan,Narayani,Terai,Central,2068/69,2011/12,08 Year,School attendence not Stated,Male,89
Chitawan,Narayani,Terai,Central,2068/69,2011/12,08 Year,School attendence not Stated,Female,79
Chitawan,Narayani,Terai,Central,2068/69,2011/12,09 Year,Currently going to school,Male,5756
Chitawan,Narayani,Terai,Central,2068/69,2011/12,09 Year,Currently going to school,Female,5562
Chitawan,Narayani,Terai,Central,2068/69,2011/12,09 Year,Not currently going to school,Male,168
Chitawan,Narayani,Terai,Central,2068/69,2011/12,09 Year,Not currently going to school,Female,153
Chitawan,Narayani,Terai,Central,2068/69,2011/12,09 Year,School attendence not Stated,Male,75
Chitawan,Narayani,Terai,Central,2068/69,2011/12,09 Year,School attendence not Stated,Female,60
Chitawan,Narayani,Terai,Central,2068/69,2011/12,10 Year,Currently going to school,Male,6972
Chitawan,Narayani,Terai,Central,2068/69,2011/12,10 Year,Currently going to school,Female,6524
Chitawan,Narayani,Terai,Central,2068/69,2011/12,10 Year,Not currently going to school,Male,233
Chitawan,Narayani,Terai,Central,2068/69,2011/12,10 Year,Not currently going to school,Female,205
Chitawan,Narayani,Terai,Central,2068/69,2011/12,10 Year,School attendence not Stated,Male,105
Chitawan,Narayani,Terai,Central,2068/69,2011/12,10 Year,School attendence not Stated,Female,88
Chitawan,Narayani,Terai,Central,2068/69,2011/12,11 Year,Currently going to school,Male,6322
Chitawan,Narayani,Terai,Central,2068/69,2011/12,11 Year,Currently going to school,Female,5958
Chitawan,Narayani,Terai,Central,2068/69,2011/12,11 Year,Not currently going to school,Male,139
Chitawan,Narayani,Terai,Central,2068/69,2011/12,11 Year,Not currently going to school,Female,168
Chitawan,Narayani,Terai,Central,2068/69,2011/12,11 Year,School attendence not Stated,Male,65
Chitawan,Narayani,Terai,Central,2068/69,2011/12,11 Year,School attendence not Stated,Female,64
Chitawan,Narayani,Terai,Central,2068/69,2011/12,12 Year,Currently going to school,Male,7775
Chitawan,Narayani,Terai,Central,2068/69,2011/12,12 Year,Currently going to school,Female,7030
Chitawan,Narayani,Terai,Central,2068/69,2011/12,12 Year,Not currently going to school,Male,305
Chitawan,Narayani,Terai,Central,2068/69,2011/12,12 Year,Not currently going to school,Female,248
Chitawan,Narayani,Terai,Central,2068/69,2011/12,12 Year,School attendence not Stated,Male,88
Chitawan,Narayani,Terai,Central,2068/69,2011/12,12 Year,School attendence not Stated,Female,69
Chitawan,Narayani,Terai,Central,2068/69,2011/12,13 Year,Currently going to school,Male,6793
Chitawan,Narayani,Terai,Central,2068/69,2011/12,13 Year,Currently going to school,Female,6869
Chitawan,Narayani,Terai,Central,2068/69,2011/12,13 Year,Not currently going to school,Male,340
Chitawan,Narayani,Terai,Central,2068/69,2011/12,13 Year,Not currently going to school,Female,246
Chitawan,Narayani,Terai,Central,2068/69,2011/12,13 Year,School attendence not Stated,Male,62
Chitawan,Narayani,Terai,Central,2068/69,2011/12,13 Year,School attendence not Stated,Female,74
Chitawan,Narayani,Terai,Central,2068/69,2011/12,14 Year,Currently going to school,Male,6754
Chitawan,Narayani,Terai,Central,2068/69,2011/12,14 Year,Currently going to school,Female,6833
Chitawan,Narayani,Terai,Central,2068/69,2011/12,14 Year,Not currently going to school,Male,596
Chitawan,Narayani,Terai,Central,2068/69,2011/12,14 Year,Not currently going to school,Female,402
Chitawan,Narayani,Terai,Central,2068/69,2011/12,14 Year,School attendence not Stated,Male,110
Chitawan,Narayani,Terai,Central,2068/69,2011/12,14 Year,School attendence not Stated,Female,85
Chitawan,Narayani,Terai,Central,2068/69,2011/12,15 Year,Currently going to school,Male,5782
Chitawan,Narayani,Terai,Central,2068/69,2011/12,15 Year,Currently going to school,Female,5747
Chitawan,Narayani,Terai,Central,2068/69,2011/12,15 Year,Not currently going to school,Male,949
Chitawan,Narayani,Terai,Central,2068/69,2011/12,15 Year,Not currently going to school,Female,731
Chitawan,Narayani,Terai,Central,2068/69,2011/12,15 Year,School attendence not Stated,Male,105
Chitawan,Narayani,Terai,Central,2068/69,2011/12,15 Year,School attendence not Stated,Female,126
Chitawan,Narayani,Terai,Central,2068/69,2011/12,16 Year,Currently going to school,Male,4209
Chitawan,Narayani,Terai,Central,2068/69,2011/12,16 Year,Currently going to school,Female,4387
Chitawan,Narayani,Terai,Central,2068/69,2011/12,16 Year,Not currently going to school,Male,1332
Chitawan,Narayani,Terai,Central,2068/69,2011/12,16 Year,Not currently going to school,Female,1152
Chitawan,Narayani,Terai,Central,2068/69,2011/12,16 Year,School attendence not Stated,Male,109
Chitawan,Narayani,Terai,Central,2068/69,2011/12,16 Year,School attendence not Stated,Female,83
Chitawan,Narayani,Terai,Central,2068/69,2011/12,17 Year,Currently going to school,Male,2715
Chitawan,Narayani,Terai,Central,2068/69,2011/12,17 Year,Currently going to school,Female,2901
Chitawan,Narayani,Terai,Central,2068/69,2011/12,17 Year,Not currently going to school,Male,1498
Chitawan,Narayani,Terai,Central,2068/69,2011/12,17 Year,Not currently going to school,Female,1584
Chitawan,Narayani,Terai,Central,2068/69,2011/12,17 Year,School attendence not Stated,Male,99
Chitawan,Narayani,Terai,Central,2068/69,2011/12,17 Year,School attendence not Stated,Female,80
Chitawan,Narayani,Terai,Central,2068/69,2011/12,18 Year,Currently going to school,Male,1908
Chitawan,Narayani,Terai,Central,2068/69,2011/12,18 Year,Currently going to school,Female,2058
Chitawan,Narayani,Terai,Central,2068/69,2011/12,18 Year,Not currently going to school,Male,2225
Chitawan,Narayani,Terai,Central,2068/69,2011/12,18 Year,Not currently going to school,Female,2263
Chitawan,Narayani,Terai,Central,2068/69,2011/12,18 Year,School attendence not Stated,Male,137
Chitawan,Narayani,Terai,Central,2068/69,2011/12,18 Year,School attendence not Stated,Female,131
Chitawan,Narayani,Terai,Central,2068/69,2011/12,19 Year,Currently going to school,Male,828
Chitawan,Narayani,Terai,Central,2068/69,2011/12,19 Year,Currently going to school,Female,975
Chitawan,Narayani,Terai,Central,2068/69,2011/12,19 Year,Not currently going to school,Male,1505
Chitawan,Narayani,Terai,Central,2068/69,2011/12,19 Year,Not currently going to school,Female,1914
Chitawan,Narayani,Terai,Central,2068/69,2011/12,19 Year,School attendence not Stated,Male,60
Chitawan,Narayani,Terai,Central,2068/69,2011/12,19 Year,School attendence not Stated,Female,99
Chitawan,Narayani,Terai,Central,2068/69,2011/12,20 Year,Currently going to school,Male,468
Chitawan,Narayani,Terai,Central,2068/69,2011/12,20 Year,Currently going to school,Female,573
Chitawan,Narayani,Terai,Central,2068/69,2011/12,20 Year,Not currently going to school,Male,2439
Chitawan,Narayani,Terai,Central,2068/69,2011/12,20 Year,Not currently going to school,Female,3189
Chitawan,Narayani,Terai,Central,2068/69,2011/12,20 Year,School attendence not Stated,Male,113
Chitawan,Narayani,Terai,Central,2068/69,2011/12,20 Year,School attendence not Stated,Female,195
Chitawan,Narayani,Terai,Central,2068/69,2011/12,21 Year,Currently going to school,Male,201
Chitawan,Narayani,Terai,Central,2068/69,2011/12,21 Year,Currently going to school,Female,235
Chitawan,Narayani,Terai,Central,2068/69,2011/12,21 Year,Not currently going to school,Male,1906
Chitawan,Narayani,Terai,Central,2068/69,2011/12,21 Year,Not currently going to school,Female,2495
Chitawan,Narayani,Terai,Central,2068/69,2011/12,21 Year,School attendence not Stated,Male,80
Chitawan,Narayani,Terai,Central,2068/69,2011/12,21 Year,School attendence not Stated,Female,147
Chitawan,Narayani,Terai,Central,2068/69,2011/12,22 Year,Currently going to school,Male,190
Chitawan,Narayani,Terai,Central,2068/69,2011/12,22 Year,Currently going to school,Female,216
Chitawan,Narayani,Terai,Central,2068/69,2011/12,22 Year,Not currently going to school,Male,2630
Chitawan,Narayani,Terai,Central,2068/69,2011/12,22 Year,Not currently going to school,Female,3516
Chitawan,Narayani,Terai,Central,2068/69,2011/12,22 Year,School attendence not Stated,Male,129
Chitawan,Narayani,Terai,Central,2068/69,2011/12,22 Year,School attendence not Stated,Female,207
Chitawan,Narayani,Terai,Central,2068/69,2011/12,23 Year,Currently going to school,Male,164
Chitawan,Narayani,Terai,Central,2068/69,2011/12,23 Year,Currently going to school,Female,123
Chitawan,Narayani,Terai,Central,2068/69,2011/12,23 Year,Not currently going to school,Male,2123
Chitawan,Narayani,Terai,Central,2068/69,2011/12,23 Year,Not currently going to school,Female,3020
Chitawan,Narayani,Terai,Central,2068/69,2011/12,23 Year,School attendence not Stated,Male,99
Chitawan,Narayani,Terai,Central,2068/69,2011/12,23 Year,School attendence not Stated,Female,140
Chitawan,Narayani,Terai,Central,2068/69,2011/12,24 Year,Currently going to school,Male,127
Chitawan,Narayani,Terai,Central,2068/69,2011/12,24 Year,Currently going to school,Female,101
Chitawan,Narayani,Terai,Central,2068/69,2011/12,24 Year,Not currently going to school,Male,2383
Chitawan,Narayani,Terai,Central,2068/69,2011/12,24 Year,Not currently going to school,Female,3296
Chitawan,Narayani,Terai,Central,2068/69,2011/12,24 Year,School attendence not Stated,Male,111
Chitawan,Narayani,Terai,Central,2068/69,2011/12,24 Year,School attendence not Stated,Female,164
Chitawan,Narayani,Terai,Central,2068/69,2011/12,25 Year,Currently going to school,Male,118
Chitawan,Narayani,Terai,Central,2068/69,2011/12,25 Year,Currently going to school,Female,106
Chitawan,Narayani,Terai,Central,2068/69,2011/12,25 Year,Not currently going to school,Male,3003
Chitawan,Narayani,Terai,Central,2068/69,2011/12,25 Year,Not currently going to school,Female,4609
Chitawan,Narayani,Terai,Central,2068/69,2011/12,25 Year,School attendence not Stated,Male,142
Chitawan,Narayani,Terai,Central,2068/69,2011/12,25 Year,School attendence not Stated,Female,314
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,05 Year,Currently going to school,Male,1347
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,05 Year,Currently going to school,Female,1179
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,05 Year,Not currently going to school,Male,752
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,05 Year,Not currently going to school,Female,701
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,05 Year,School attendence not Stated,Male,58
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,05 Year,School attendence not Stated,Female,61
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,06 Year,Currently going to school,Male,1654
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,06 Year,Currently going to school,Female,1517
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,06 Year,Not currently going to school,Male,333
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,06 Year,Not currently going to school,Female,349
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,06 Year,School attendence not Stated,Male,38
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,06 Year,School attendence not Stated,Female,33
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,07 Year,Currently going to school,Male,1680
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,07 Year,Currently going to school,Female,1609
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,07 Year,Not currently going to school,Male,165
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,07 Year,Not currently going to school,Female,180
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,07 Year,School attendence not Stated,Male,24
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,07 Year,School attendence not Stated,Female,21
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,08 Year,Currently going to school,Male,2128
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,08 Year,Currently going to school,Female,2058
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,08 Year,Not currently going to school,Male,130
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,08 Year,Not currently going to school,Female,129
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,08 Year,School attendence not Stated,Male,25
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,08 Year,School attendence not Stated,Female,22
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,09 Year,Currently going to school,Male,1686
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,09 Year,Currently going to school,Female,1659
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,09 Year,Not currently going to school,Male,58
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,09 Year,Not currently going to school,Female,70
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,09 Year,School attendence not Stated,Male,17
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,09 Year,School attendence not Stated,Female,7
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,10 Year,Currently going to school,Male,2358
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,10 Year,Currently going to school,Female,2198
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,10 Year,Not currently going to school,Male,67
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,10 Year,Not currently going to school,Female,64
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,10 Year,School attendence not Stated,Male,18
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,10 Year,School attendence not Stated,Female,20
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,11 Year,Currently going to school,Male,1795
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,11 Year,Currently going to school,Female,1640
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,11 Year,Not currently going to school,Male,37
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,11 Year,Not currently going to school,Female,58
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,11 Year,School attendence not Stated,Male,17
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,11 Year,School attendence not Stated,Female,15
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,12 Year,Currently going to school,Male,2306
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,12 Year,Currently going to school,Female,2378
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,12 Year,Not currently going to school,Male,62
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,12 Year,Not currently going to school,Female,63
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,12 Year,School attendence not Stated,Male,19
