District,Vdc,Gender/Household,Number
Dhanusa,Harine,Total households,939
Dhanusa,Harine,Population Male,2387
Dhanusa,Harine,Population Female,2664
Dhanusa,Hathipurharbara,Total households,754
Dhanusa,Hathipurharbara,Population Male,1958
Dhanusa,Hathipurharbara,Population Female,2181
Dhanusa,Inarwa,Total households,633
Dhanusa,Inarwa,Population Male,1641
Dhanusa,Inarwa,Population Female,1696
Dhanusa,Itaharwa,Total households,838
Dhanusa,Itaharwa,Population Male,2496
Dhanusa,Itaharwa,Population Female,2505
Dhanusa,Janakpur Municipality,Total households,19183
Dhanusa,Janakpur Municipality,Population Male,51838
Dhanusa,Janakpur Municipality,Population Female,45938
Dhanusa,Jhatiyahi,Total households,1068
Dhanusa,Jhatiyahi,Population Male,2278
Dhanusa,Jhatiyahi,Population Female,2832
Dhanusa,Jhoji Kataiya,Total households,741
Dhanusa,Jhoji Kataiya,Population Male,2209
Dhanusa,Jhoji Kataiya,Population Female,2143
Dhanusa,Kachuri Thera,Total households,1063
Dhanusa,Kachuri Thera,Population Male,2786
Dhanusa,Kachuri Thera,Population Female,3044
Dhanusa,Kajara Ramaul,Total households,953
Dhanusa,Kajara Ramaul,Population Male,2436
Dhanusa,Kajara Ramaul,Population Female,2782
Dhanusa,Kanakpatti,Total households,966
Dhanusa,Kanakpatti,Population Male,2925
Dhanusa,Kanakpatti,Population Female,2695
Dhanusa,Khajuri Chanha,Total households,1063
Dhanusa,Khajuri Chanha,Population Male,2796
Dhanusa,Khajuri Chanha,Population Female,3178
Dhanusa,Khariyani,Total households,1837
Dhanusa,Khariyani,Population Male,4715
Dhanusa,Khariyani,Population Female,5283
Dhanusa,Kurtha,Total households,1350
Dhanusa,Kurtha,Population Male,4124
Dhanusa,Kurtha,Population Female,3691
Dhanusa,Labatoli,Total households,908
Dhanusa,Labatoli,Population Male,2657
Dhanusa,Labatoli,Population Female,2449
Dhanusa,Lagmagadhaguthi,Total households,924
Dhanusa,Lagmagadhaguthi,Population Male,2661
Dhanusa,Lagmagadhaguthi,Population Female,2669
Dhanusa,Lakhouri,Total households,578
Dhanusa,Lakhouri,Population Male,1544
Dhanusa,Lakhouri,Population Female,1503
Dhanusa,Lakkad,Total households,748
Dhanusa,Lakkad,Population Male,2093
Dhanusa,Lakkad,Population Female,1998
Dhanusa,Laxminiwas,Total households,603
Dhanusa,Laxminiwas,Population Male,1892
Dhanusa,Laxminiwas,Population Female,1725
Dhanusa,Laxmipurbagewa,Total households,1233
Dhanusa,Laxmipurbagewa,Population Male,3649
Dhanusa,Laxmipurbagewa,Population Female,3493
Dhanusa,Lohana,Total households,1182
Dhanusa,Lohana,Population Male,3486
Dhanusa,Lohana,Population Female,3441
Dhanusa,Mahuwa (Pra. Khe.),Total households,813
Dhanusa,Mahuwa (Pra. Khe.),Population Male,2370
Dhanusa,Mahuwa (Pra. Khe.),Population Female,2482
Dhanusa,Mahuwa (Pra. Ko.),Total households,1056
Dhanusa,Mahuwa (Pra. Ko.),Population Male,2880
Dhanusa,Mahuwa (Pra. Ko.),Population Female,2902
Dhanusa,Makhanaha,Total households,1425
Dhanusa,Makhanaha,Population Male,3586
Dhanusa,Makhanaha,Population Female,3500
Dhanusa,Manshingpatti,Total households,804
Dhanusa,Manshingpatti,Population Male,2134
Dhanusa,Manshingpatti,Population Female,2251
Dhanusa,Machijhitkaiya,Total households,1738
Dhanusa,Machijhitkaiya,Population Male,4552
Dhanusa,Machijhitkaiya,Population Female,4726
Dhanusa,Mithileshwor Mauwahi,Total households,738
Dhanusa,Mithileshwor Mauwahi,Population Male,1895
Dhanusa,Mithileshwor Mauwahi,Population Female,1968
Dhanusa,Mithileshwor Nikas,Total households,1212
Dhanusa,Mithileshwor Nikas,Population Male,3839
Dhanusa,Mithileshwor Nikas,Population Female,3315
Dhanusa,Mukhiyapatti Musaharniya,Total households,1143
Dhanusa,Mukhiyapatti Musaharniya,Population Male,3879
Dhanusa,Mukhiyapatti Musaharniya,Population Female,3476
Dhanusa,Nagaraeen,Total households,1025
Dhanusa,Nagaraeen,Population Male,3241
Dhanusa,Nagaraeen,Population Female,2956
Dhanusa,Nakatajhijh,Total households,1464
Dhanusa,Nakatajhijh,Population Male,4450
Dhanusa,Nakatajhijh,Population Female,4093
Dhanusa,Nanupatti,Total households,677
Dhanusa,Nanupatti,Population Male,1699
Dhanusa,Nanupatti,Population Female,1873
Dhanusa,Nauwakhor Prashahi,Total households,842
Dhanusa,Nauwakhor Prashahi,Population Male,2318
Dhanusa,Nauwakhor Prashahi,Population Female,2372
Dhanusa,Pachaharwa,Total households,656
Dhanusa,Pachaharwa,Population Male,1891
Dhanusa,Pachaharwa,Population Female,1886
Dhanusa,Patanuka,Total households,626
Dhanusa,Patanuka,Population Male,1745
Dhanusa,Patanuka,Population Female,1742
Dhanusa,Paterwa,Total households,829
Dhanusa,Paterwa,Population Male,2449
Dhanusa,Paterwa,Population Female,2492
Dhanusa,Paudeswor,Total households,1128
Dhanusa,Paudeswor,Population Male,2895
Dhanusa,Paudeswor,Population Female,3175
Dhanusa,Puspalpur,Total households,524
Dhanusa,Puspalpur,Population Male,1277
Dhanusa,Puspalpur,Population Female,1317
Dhanusa,Raghunathpur,Total households,2732
Dhanusa,Raghunathpur,Population Male,6012
Dhanusa,Raghunathpur,Population Female,6932
Dhanusa,Ramadaiya Bhawadi,Total households,1189
Dhanusa,Ramadaiya Bhawadi,Population Male,3711
Dhanusa,Ramadaiya Bhawadi,Population Female,3355
Dhanusa,Sabela,Total households,1618
Dhanusa,Sabela,Population Male,4149
Dhanusa,Sabela,Population Female,4399
Dhanusa,Sakhuwa Mahendranagar,Total households,3445
Dhanusa,Sakhuwa Mahendranagar,Population Male,9017
Dhanusa,Sakhuwa Mahendranagar,Population Female,8818
Dhanusa,Sapahi,Total households,1512
Dhanusa,Sapahi,Population Male,4689
Dhanusa,Sapahi,Population Female,4328
Dhanusa,Satosar,Total households,1086
Dhanusa,Satosar,Population Male,2770
Dhanusa,Satosar,Population Female,2975
Dhanusa,Shantipur,Total households,975
Dhanusa,Shantipur,Population Male,3107
Dhanusa,Shantipur,Population Female,2878
Dhanusa,Giddha,Total households,927
Dhanusa,Giddha,Population Male,2633
Dhanusa,Giddha,Population Female,2654
Dhanusa,Singyahi Maidan,Total households,1586
Dhanusa,Singyahi Maidan,Population Male,4578
Dhanusa,Singyahi Maidan,Population Female,4722
Dhanusa,Sinurjoda,Total households,1557
Dhanusa,Sinurjoda,Population Male,4329
Dhanusa,Sinurjoda,Population Female,4117
Dhanusa,Sonigama,Total households,1243
Dhanusa,Sonigama,Population Male,3351
Dhanusa,Sonigama,Population Female,3551
Dhanusa,Suga Madhukarahi,Total households,767
Dhanusa,Suga Madhukarahi,Population Male,2255
Dhanusa,Suga Madhukarahi,Population Female,2233
Dhanusa,Suga Nikash,Total households,732
Dhanusa,Suga Nikash,Population Male,1994
Dhanusa,Suga Nikash,Population Female,2185
Dhanusa,Tarapatti Sirsiya,Total households,1387
Dhanusa,Tarapatti Sirsiya,Population Male,3894
Dhanusa,Tarapatti Sirsiya,Population Female,3938
Dhanusa,Thadi Jhija,Total households,1295
Dhanusa,Thadi Jhija,Population Male,3641
Dhanusa,Thadi Jhija,Population Female,3651
Dhanusa,Thilla Yaduwa,Total households,701
Dhanusa,Thilla Yaduwa,Population Male,1546
Dhanusa,Thilla Yaduwa,Population Female,1971
Dhanusa,Tulsi Chauda,Total households,1024
Dhanusa,Tulsi Chauda,Population Male,2614
Dhanusa,Tulsi Chauda,Population Female,2687
Dhanusa,Tulsiyahi Nikas,Total households,794
Dhanusa,Tulsiyahi Nikas,Population Male,2192
Dhanusa,Tulsiyahi Nikas,Population Female,2206
Dhanusa,Tulsiyani Jabdi,Total households,949
Dhanusa,Tulsiyani Jabdi,Population Male,3066
Dhanusa,Tulsiyani Jabdi,Population Female,2927
Dhanusa,Umaprempur,Total households,2174
Dhanusa,Umaprempur,Population Male,5975
Dhanusa,Umaprempur,Population Female,5879
Dhanusa,Yadukush,Total households,1145
Dhanusa,Yadukush,Population Male,2970
Dhanusa,Yadukush,Population Female,3297
Dhanusa,Yagyabhumi,Total households,3136
Dhanusa,Yagyabhumi,Population Male,7562
Dhanusa,Yagyabhumi,Population Female,8083
Dhanusa,Institutional,Total households,24
Dhanusa,Institutional,Population Male,1068
Dhanusa,Institutional,Population Female,27
Mahottari,Anakar,Total households,989
Mahottari,Anakar,Population Male,2793
Mahottari,Anakar,Population Female,2878
Mahottari,Aurahi,Total households,1638
Mahottari,Aurahi,Population Male,4225
Mahottari,Aurahi,Population Female,4350
Mahottari,Bagada,Total households,1166
Mahottari,Bagada,Population Male,3239
Mahottari,Bagada,Population Female,3180
Mahottari,Badiya Banchauri,Total households,1178
Mahottari,Badiya Banchauri,Population Male,3388
Mahottari,Badiya Banchauri,Population Female,3379
Mahottari,Bairgiya Laxminiya,Total households,584
Mahottari,Bairgiya Laxminiya,Population Male,1684
Mahottari,Bairgiya Laxminiya,Population Female,1956
Mahottari,Balawa,Total households,1496
Mahottari,Balawa,Population Male,3925
Mahottari,Balawa,Population Female,4168
Mahottari,Banauli Donauli,Total households,944
Mahottari,Banauli Donauli,Population Male,2232
Mahottari,Banauli Donauli,Population Female,2345
Mahottari,Banouta,Total households,1307
Mahottari,Banouta,Population Male,3112
Mahottari,Banouta,Population Female,3301
Mahottari,Bardibas,Total households,2710
Mahottari,Bardibas,Population Male,6272
Mahottari,Bardibas,Population Female,6312
Mahottari,Basabitti,Total households,1036
Mahottari,Basabitti,Population Male,3157
Mahottari,Basabitti,Population Female,3253
Mahottari,Bathanaha,Total households,1644
Mahottari,Bathanaha,Population Male,5061
Mahottari,Bathanaha,Population Female,4586
Mahottari,Belgachhi,Total households,1157
Mahottari,Belgachhi,Population Male,3087
Mahottari,Belgachhi,Population Female,3072
Mahottari,Bharatpur,Total households,1836
Mahottari,Bharatpur,Population Male,5255
Mahottari,Bharatpur,Population Female,5062
Mahottari,Bhatauliya,Total households,845
Mahottari,Bhatauliya,Population Male,2330
Mahottari,Bhatauliya,Population Female,2296
Mahottari,Bijayalpura,Total households,1537
Mahottari,Bijayalpura,Population Male,3992
Mahottari,Bijayalpura,Population Female,4196
Mahottari,Bramarpura,Total households,1734
Mahottari,Bramarpura,Population Male,4363
Mahottari,Bramarpura,Population Female,5095
Mahottari,Damhimarayee,Total households,1723
Mahottari,Damhimarayee,Population Male,4836
Mahottari,Damhimarayee,Population Female,4862
Mahottari,Dhamaura,Total households,2517
Mahottari,Dhamaura,Population Male,6888
Mahottari,Dhamaura,Population Female,7362
Mahottari,Dharmapur,Total households,1104
Mahottari,Dharmapur,Population Male,2537
Mahottari,Dharmapur,Population Female,3277
Mahottari,Dhirapur,Total households,1556
Mahottari,Dhirapur,Population Male,4648
Mahottari,Dhirapur,Population Female,4902
Mahottari,Ekadarabela,Total households,1605
Mahottari,Ekadarabela,Population Male,5511
Mahottari,Ekadarabela,Population Female,4799
Mahottari,Ekarahiya,Total households,1796
Mahottari,Ekarahiya,Population Male,4860
Mahottari,Ekarahiya,Population Female,5098
Mahottari,Etaharwakatti,Total households,1156
Mahottari,Etaharwakatti,Population Male,3467
Mahottari,Etaharwakatti,Population Female,3435
Mahottari,Fulahatta Parikauli,Total households,1023
Mahottari,Fulahatta Parikauli,Population Male,2997
Mahottari,Fulahatta Parikauli,Population Female,2942
Mahottari,Fulakaha,Total households,1187
Mahottari,Fulakaha,Population Male,3657
Mahottari,Fulakaha,Population Female,3513
Mahottari,Gaidha Bhetpur,Total households,919
Mahottari,Gaidha Bhetpur,Population Male,2551
Mahottari,Gaidha Bhetpur,Population Female,2699
Mahottari,Gauribas,Total households,1487
Mahottari,Gauribas,Population Male,2937
Mahottari,Gauribas,Population Female,3384
Mahottari,Gaushala,Total households,3022
Mahottari,Gaushala,Population Male,8763
Mahottari,Gaushala,Population Female,8323
Mahottari,Gonarpura,Total households,1308
Mahottari,Gonarpura,Population Male,3583
Mahottari,Gonarpura,Population Female,3573
Mahottari,Halkhori,Total households,1051
Mahottari,Halkhori,Population Male,2827
Mahottari,Halkhori,Population Female,3206
Mahottari,Hariharpur Harinamari,Total households,1283
Mahottari,Hariharpur Harinamari,Population Male,3118
Mahottari,Hariharpur Harinamari,Population Female,3565
Mahottari,Hathilet,Total households,1139
Mahottari,Hathilet,Population Male,2571
Mahottari,Hathilet,Population Female,2745
Mahottari,Hatisarwa,Total households,1254
Mahottari,Hatisarwa,Population Male,3245
Mahottari,Hatisarwa,Population Female,3583
Mahottari,Jaleshwor Municipality,Total households,4204
Mahottari,Jaleshwor Municipality,Population Male,11695
Mahottari,Jaleshwor Municipality,Population Female,11838
Mahottari,Khairbanni,Total households,1486
Mahottari,Khairbanni,Population Male,4701
Mahottari,Khairbanni,Population Female,4439
Mahottari,Khayar Mara,Total households,1727
Mahottari,Khayar Mara,Population Male,4303
Mahottari,Khayar Mara,Population Female,4416
Mahottari,Khopi,Total households,1409
Mahottari,Khopi,Population Male,3503
Mahottari,Khopi,Population Female,3824
Mahottari,Khuttapiparadhi,Total households,1791
Mahottari,Khuttapiparadhi,Population Male,4834
Mahottari,Khuttapiparadhi,Population Female,5325
Mahottari,Kisan Nagar,Total households,1507
Mahottari,Kisan Nagar,Population Male,4055
Mahottari,Kisan Nagar,Population Female,4066
Mahottari,Kolhuwa Bagaicha,Total households,1308
Mahottari,Kolhuwa Bagaicha,Population Male,4163
Mahottari,Kolhuwa Bagaicha,Population Female,4183
Mahottari,Laximiniya,Total households,1995
Mahottari,Laximiniya,Population Male,5542
Mahottari,Laximiniya,Population Female,5378
Mahottari,Loharpatti,Total households,1537
Mahottari,Loharpatti,Population Male,3860
Mahottari,Loharpatti,Population Female,4386
Mahottari,Mahadaiyatapanpur,Total households,1089
Mahottari,Mahadaiyatapanpur,Population Male,2653
Mahottari,Mahadaiyatapanpur,Population Female,2948
Mahottari,Mahottari,Total households,1830
Mahottari,Mahottari,Population Male,5395
Mahottari,Mahottari,Population Female,5181
Mahottari,Maisthan,Total households,2165
Mahottari,Maisthan,Population Male,4697
Mahottari,Maisthan,Population Female,5325
Mahottari,Majhora Bishnupur,Total households,1199
Mahottari,Majhora Bishnupur,Population Male,3352
Mahottari,Majhora Bishnupur,Population Female,3323
Mahottari,Manara,Total households,1155
Mahottari,Manara,Population Male,3485
Mahottari,Manara,Population Female,3440
Mahottari,Matihani,Total households,1510
Mahottari,Matihani,Population Male,4874
Mahottari,Matihani,Population Female,4790
Mahottari,Meghanath Gorahanna,Total households,1048
Mahottari,Meghanath Gorahanna,Population Male,2942
Mahottari,Meghanath Gorahanna,Population Female,3135
Mahottari,Nainhi,Total households,1345
Mahottari,Nainhi,Population Male,4282
Mahottari,Nainhi,Population Female,4121
Mahottari,Nigaul,Total households,1353
Mahottari,Nigaul,Population Male,3827
Mahottari,Nigaul,Population Female,3987
Mahottari,Paraul,Total households,1163
Mahottari,Paraul,Population Male,3319
Mahottari,Paraul,Population Female,3499
Mahottari,Parsa Dewadh,Total households,1664
Mahottari,Parsa Dewadh,Population Male,5657
Mahottari,Parsa Dewadh,Population Female,5737
Mahottari,Parsa Pateli,Total households,709
Mahottari,Parsa Pateli,Population Male,1685
Mahottari,Parsa Pateli,Population Female,1927
Mahottari,Pasupatinagar,Total households,841
Mahottari,Pasupatinagar,Population Male,2522
Mahottari,Pasupatinagar,Population Female,2419
Mahottari,Pigouna,Total households,739
Mahottari,Pigouna,Population Male,1667
Mahottari,Pigouna,Population Female,1926
Mahottari,Pipra,Total households,1635
Mahottari,Pipra,Population Male,4787
Mahottari,Pipra,Population Female,4586
Mahottari,Pokharibhinda Samgrampur,Total households,942
Mahottari,Pokharibhinda Samgrampur,Population Male,2597
Mahottari,Pokharibhinda Samgrampur,Population Female,2673
Mahottari,Raghunathpur,Total households,1013
Mahottari,Raghunathpur,Population Male,3213
Mahottari,Raghunathpur,Population Female,3094
Mahottari,Ramgopalpur,Total households,2055
Mahottari,Ramgopalpur,Population Male,5908
Mahottari,Ramgopalpur,Population Female,6129
Mahottari,Ramnagar,Total households,1343
Mahottari,Ramnagar,Population Male,3620
Mahottari,Ramnagar,Population Female,3591
Mahottari,Ratauli,Total households,993
Mahottari,Ratauli,Population Male,3066
Mahottari,Ratauli,Population Female,2782
Mahottari,Sahasaula,Total households,1269
Mahottari,Sahasaula,Population Male,3563
Mahottari,Sahasaula,Population Female,3835
Mahottari,Sahorawa,Total households,1122
Mahottari,Sahorawa,Population Male,2780
Mahottari,Sahorawa,Population Female,2988
Mahottari,Sandha,Total households,801
Mahottari,Sandha,Population Male,2217
Mahottari,Sandha,Population Female,2266
Mahottari,Sarpallo,Total households,1789
Mahottari,Sarpallo,Population Male,4827
Mahottari,Sarpallo,Population Female,5049
Mahottari,Shamsi,Total households,1273
Mahottari,Shamsi,Population Male,4250
Mahottari,Shamsi,Population Female,3987
Mahottari,Shreepur,Total households,2010
